Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Steam pressure (atm)	System pressure (Pa)	O/M ratio (/)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Cs produced (at/m3)	Cs in grain (at/m3)	Cs in intragranular solution (at/m3)	Cs in intragranular bubbles (at/m3)	Cs at grain boundary (at/m3)	Cs released (at/m3)	Cs reacted (at/m3)	Mo produced (at/m3)	Mo in solution (at/m3)	Mo reacted (at/m3)	Ba produced (at/m3)	Ba in solution (at/m3)	Ba reacted (at/m3)	Tc produced (at/m3)	Tc in solution (at/m3)	Tc reacted (at/m3)	Ru produced (at/m3)	Ru in solution (at/m3)	Ru reacted (at/m3)	Rh produced (at/m3)	Rh in solution (at/m3)	Rh reacted (at/m3)	Pd produced (at/m3)	Pd in solution (at/m3)	Pd reacted (at/m3)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	FIMA (%)	Fuel density (kg/m3)	U235 (at/m3)	U238 (at/m3)	Pu (at/m3)	Pu238 (at/m3)	Pu239 (at/m3)	Pu240 (at/m3)	Pu241 (at/m3)	Pu242 (at/m3)	q (-)	Intergranular vented fraction (/)	Intergranular venting probability (/)	Porosity (/)	Fabrication porosity (/)	Open porosity (/)	Residual porosity (/)	Densification factor (/)	Gap oxygen partial pressure (MPa)	Stoichiometry deviation (/)	Equilibrium stoichiometry deviation (/)	Fuel oxygen partial pressure (MPa)	Fuel oxygen partial pressure - Blackburn (MPa)	Fuel oxygen partial pressure - Kato (MPa)	Fuel oxygen partial pressure - CALPHAD (MPa)	Fuel oxygen potential (KJ/mol)	Fuel oxygen potential - Blackburn (KJ/mol)	Fuel oxygen potential - Kato (KJ/mol)	Fuel oxygen potential - CALPHAD (KJ/mol)	U content (mol/m3)	O content (mol/m3)	O available content (mol/m3)	Pu content (mol/m3)	Mo/Ru in HCP_A3 (/)	Mo in oxide fraction (/)	Mo oxide valence (/)	Ba/Mo in oxide compounds (/)	Ba in oxide fraction (/)	Ba oxide valence (/)	JOG (Cs2MoO4) (/)	JOG (BaMoO4) (/)	JOG (liquid oxide) (/)	JOG (Perovskite) (/)	JOG (Ba3MoO6) (/)	JOG (BaO) (/)	JOG (other phases) (/)	JOG (HCP) (/)	JOG (MoPd2) (/)	JOG (FCC) (/)	JOG (liquid metallic) (/)	JOG (MoO2) (/)	JOG (Sigma) (/)	
15101.08109	1128	3.45e+19	0	0	4234500	2	1e-05	4.388797e+26	2.717954e+26	2.497651e+26	2.203029e+25	1.222807e+25	1.548562e+26	3.188442e+25	1.974582e+25	1.814533e+25	1.600491e+24	8.88364e+23	1.125024e+25	0.3528444	7.125104e+26	0	0	0	0	4.211874e+20	7.125099e+26	4.107464e+26	0	4.107464e+26	1.856799e+26	0	1.856799e+26	9.940438e+25	0	9.940438e+25	3.713597e+26	0	3.713597e+26	1.106577e+26	0	1.106577e+26	3.544798e+26	0	3.544798e+26	3.891821e+23	8.461816e-10	0.0009877162	7.411215e+12	6454007	1.70791e+07	1.19222e-07	3.038437e-14	1.196859e-21	0.2251851	0.5	0.002661054	0.5279867	64.07723	7.968328	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01567372	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2942.764	8448.095	1.703237e-12	1	6	0.4520558	1	2	0.06615462	0	0	0	0.008978234	0.0006830242	0	0.007815738	0	0.005559181	0	0	0	
15110.91893	1128	3.45e+19	0	0	4237200	2	1e-05	4.391656e+26	2.719251e+26	2.498875e+26	2.203752e+25	1.231216e+25	1.549284e+26	3.190519e+25	1.975524e+25	1.815422e+25	1.601016e+24	8.944729e+23	1.125548e+25	0.352779	7.129745e+26	0	0	0	0	4.211874e+20	7.129741e+26	4.11014e+26	0	4.11014e+26	1.858008e+26	0	1.858008e+26	9.946913e+25	0	9.946913e+25	3.716017e+26	0	3.716017e+26	1.107298e+26	0	1.107298e+26	3.547107e+26	0	3.547107e+26	3.891262e+23	8.463141e-10	0.0009880383	7.411215e+12	6498409	1.708176e+07	1.193393e-07	3.044418e-14	1.200395e-21	0.2256284	0.5	0.002668915	0.5493309	64.11897	7.973519	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01566641	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2944.681	8448.095	1.703236e-12	1	6	0.4520558	1	2	0.06619782	0	0	0	0.008983977	0.0006835514	0	0.007820817	0	0.005562788	0	0	0	
15120.75677	1128	3.45e+19	0	0	4239900	2	1e-05	4.394515e+26	2.720547e+26	2.500099e+26	2.204475e+25	1.239938e+25	1.549975e+26	3.192597e+25	1.976466e+25	1.816311e+25	1.601541e+24	9.008097e+23	1.12605e+25	0.3527067	7.134387e+26	0	0	0	0	4.211874e+20	7.134383e+26	4.112816e+26	0	4.112816e+26	1.859218e+26	0	1.859218e+26	9.953389e+25	0	9.953389e+25	3.718436e+26	0	3.718436e+26	1.108019e+26	0	1.108019e+26	3.549416e+26	0	3.549416e+26	3.890703e+23	8.464465e-10	0.0009883603	7.411215e+12	6544467	1.708445e+07	1.194606e-07	3.050611e-14	1.20406e-21	0.2260873	0.5	0.002677064	0.56971	64.16072	7.978711	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0156591	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2946.599	8448.095	1.703236e-12	1	6	0.4520558	1	2	0.06624093	0	0	0	0.008989828	0.0006839966	0	0.007825911	0	0.005566411	0	0	0	
15130.59461	1128	3.45e+19	0	0	4242600	2	1e-05	4.397374e+26	2.721842e+26	2.501323e+26	2.205197e+25	1.24896e+25	1.550636e+26	3.194674e+25	1.977407e+25	1.8172e+25	1.602066e+24	9.073642e+23	1.12653e+25	0.3526277	7.139029e+26	0	0	0	0	4.211874e+20	7.139025e+26	4.115491e+26	0	4.115491e+26	1.860428e+26	0	1.860428e+26	9.959865e+25	0	9.959865e+25	3.720855e+26	0	3.720855e+26	1.10874e+26	0	1.10874e+26	3.551726e+26	0	3.551726e+26	3.890145e+23	8.465789e-10	0.0009886821	7.411215e+12	6592108	1.708717e+07	1.195857e-07	3.057006e-14	1.207848e-21	0.2265613	0.5	0.002685486	0.5891675	64.20246	7.983902	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01565178	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2948.516	8448.095	1.703234e-12	1	6	0.4520558	1	2	0.06628413	0	0	0	0.008995575	0.0006845216	0	0.00783099	0	0.005570019	0	0	0	
15140.43244	1128	3.45e+19	0	0	4245300	2	1e-05	4.400234e+26	2.723138e+26	2.502546e+26	2.205919e+25	1.258268e+25	1.551269e+26	3.196751e+25	1.978348e+25	1.818089e+25	1.602591e+24	9.141265e+23	1.12699e+25	0.3525424	7.143671e+26	0	0	0	0	4.211874e+20	7.143666e+26	4.118167e+26	0	4.118167e+26	1.861637e+26	0	1.861637e+26	9.966341e+25	0	9.966341e+25	3.723275e+26	0	3.723275e+26	1.109461e+26	0	1.109461e+26	3.554035e+26	0	3.554035e+26	3.889588e+23	8.467111e-10	0.0009890037	7.411215e+12	6641259	1.708991e+07	1.197145e-07	3.063593e-14	1.211753e-21	0.2270494	0.5	0.00269417	0.6077451	64.2442	7.989093	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01564446	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2950.434	8448.095	1.703234e-12	1	6	0.4520558	1	2	0.06632725	0	0	0	0.009001426	0.0006849668	0	0.007836083	0	0.005573642	0	0	0	
15150.27028	1128	3.45e+19	0	0	4248000	2	1e-05	4.403093e+26	2.724433e+26	2.503769e+26	2.206641e+25	1.26785e+25	1.551875e+26	3.198828e+25	1.979289e+25	1.818977e+25	1.603115e+24	9.210875e+23	1.127431e+25	0.3524511	7.148312e+26	0	0	0	0	4.211874e+20	7.148308e+26	4.120843e+26	0	4.120843e+26	1.862847e+26	0	1.862847e+26	9.972817e+25	0	9.972817e+25	3.725694e+26	0	3.725694e+26	1.110182e+26	0	1.110182e+26	3.556344e+26	0	3.556344e+26	3.889031e+23	8.468432e-10	0.0009893252	7.411215e+12	6691855	1.709269e+07	1.198467e-07	3.070362e-14	1.215772e-21	0.2275511	0.5	0.002703104	0.6254827	64.28595	7.994284	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01563714	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2952.351	8448.095	1.703232e-12	1	6	0.4520558	1	2	0.06637045	0	0	0	0.009007169	0.0006854942	0	0.007841162	0	0.005577249	0	0	0	
15160.10812	1128	3.45e+19	0	0	4250700	2	1e-05	4.405952e+26	2.725727e+26	2.504991e+26	2.207362e+25	1.277693e+25	1.552455e+26	3.200905e+25	1.980229e+25	1.819865e+25	1.603639e+24	9.282383e+23	1.127852e+25	0.3523541	7.152954e+26	0	0	0	0	4.211874e+20	7.15295e+26	4.123519e+26	0	4.123519e+26	1.864057e+26	0	1.864057e+26	9.979293e+25	0	9.979293e+25	3.728113e+26	0	3.728113e+26	1.110902e+26	0	1.110902e+26	3.558653e+26	0	3.558653e+26	3.888474e+23	8.469753e-10	0.0009896465	7.411215e+12	6743830	1.709549e+07	1.199821e-07	3.077305e-14	1.219898e-21	0.2280657	0.5	0.002712278	0.6424182	64.32769	7.999475	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01562982	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2954.269	8448.095	1.703232e-12	1	6	0.4520558	1	2	0.06641356	0	0	0	0.00901302	0.0006859395	0	0.007846256	0	0.005580872	0	0	0	
15169.94595	1128	3.45e+19	0	0	4253400	2	1e-05	4.408811e+26	2.727021e+26	2.506213e+26	2.208083e+25	1.287785e+25	1.553011e+26	3.202982e+25	1.981169e+25	1.820753e+25	1.604163e+24	9.355703e+23	1.128256e+25	0.3522517	7.157596e+26	0	0	0	0	4.211874e+20	7.157592e+26	4.126195e+26	0	4.126195e+26	1.865266e+26	0	1.865266e+26	9.985769e+25	0	9.985769e+25	3.730532e+26	0	3.730532e+26	1.111623e+26	0	1.111623e+26	3.560963e+26	0	3.560963e+26	3.887918e+23	8.471073e-10	0.0009899676	7.411215e+12	6797122	1.709832e+07	1.201206e-07	3.084413e-14	1.224127e-21	0.2285925	0.5	0.002721681	0.6585878	64.36944	8.004666	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01562249	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2956.187	8448.095	1.70323e-12	1	6	0.4520558	1	2	0.06645676	0	0	0	0.009018766	0.0006864645	0	0.007851335	0	0.005584479	0	0	0	
15179.78379	1128	3.45e+19	0	0	4256100	2	1e-05	4.41167e+26	2.728315e+26	2.507435e+26	2.208804e+25	1.298116e+25	1.553544e+26	3.20506e+25	1.982109e+25	1.821641e+25	1.604686e+24	9.430755e+23	1.128643e+25	0.3521441	7.162238e+26	0	0	0	0	4.211874e+20	7.162233e+26	4.128871e+26	0	4.128871e+26	1.866476e+26	0	1.866476e+26	9.992244e+25	0	9.992244e+25	3.732952e+26	0	3.732952e+26	1.112344e+26	0	1.112344e+26	3.563272e+26	0	3.563272e+26	3.887362e+23	8.472392e-10	0.0009902885	7.411215e+12	6851673	1.710119e+07	1.20262e-07	3.091678e-14	1.228455e-21	0.2291309	0.5	0.002731302	0.6740263	64.41118	8.009857	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01561516	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2958.105	8448.095	1.70323e-12	1	6	0.4520558	1	2	0.06649988	0	0	0	0.009024617	0.0006869099	0	0.007856429	0	0.005588102	0	0	0	
15189.62163	1128	3.45e+19	0	0	4258800	2	1e-05	4.414529e+26	2.729608e+26	2.508656e+26	2.209524e+25	1.308674e+25	1.554054e+26	3.207137e+25	1.983049e+25	1.822528e+25	1.60521e+24	9.50746e+23	1.129013e+25	0.3520316	7.166879e+26	0	0	0	0	4.211874e+20	7.166875e+26	4.131547e+26	0	4.131547e+26	1.867685e+26	0	1.867685e+26	9.99872e+25	0	9.99872e+25	3.735371e+26	0	3.735371e+26	1.113065e+26	0	1.113065e+26	3.565581e+26	0	3.565581e+26	3.886807e+23	8.47371e-10	0.0009906093	7.411215e+12	6907427	1.710409e+07	1.204061e-07	3.099092e-14	1.232876e-21	0.2296804	0.5	0.002741133	0.6887667	64.45293	8.015048	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01560784	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2960.022	8448.095	1.703228e-12	1	6	0.4520558	1	2	0.06654308	0	0	0	0.009030363	0.0006874348	0	0.007861507	0	0.00559171	0	0	0	
15199.45946	1128	3.45e+19	0	0	4261500	2	1e-05	4.417389e+26	2.730901e+26	2.509877e+26	2.210243e+25	1.31945e+25	1.554542e+26	3.209214e+25	1.983988e+25	1.823415e+25	1.605732e+24	9.585746e+23	1.129368e+25	0.3519143	7.171521e+26	0	0	0	0	4.211874e+20	7.171517e+26	4.134223e+26	0	4.134223e+26	1.868895e+26	0	1.868895e+26	1.00052e+26	0	1.00052e+26	3.73779e+26	0	3.73779e+26	1.113786e+26	0	1.113786e+26	3.567891e+26	0	3.567891e+26	3.886253e+23	8.475027e-10	0.0009909299	7.411215e+12	6964329	1.710703e+07	1.205528e-07	3.106648e-14	1.237388e-21	0.2302404	0.5	0.002751164	0.7028405	64.49467	8.020239	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01560051	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2961.94	8448.095	1.703228e-12	1	6	0.4520558	1	2	0.0665862	0	0	0	0.009036214	0.0006878802	0	0.007866601	0	0.005595333	0	0	0	
15209.2973	1128	3.45e+19	0	0	4264200	2	1e-05	4.420248e+26	2.732194e+26	2.511097e+26	2.210963e+25	1.330433e+25	1.555011e+26	3.211291e+25	1.984927e+25	1.824302e+25	1.606255e+24	9.665541e+23	1.129709e+25	0.3517927	7.176163e+26	0	0	0	0	4.211874e+20	7.176159e+26	4.136898e+26	0	4.136898e+26	1.870105e+26	0	1.870105e+26	1.001167e+26	0	1.001167e+26	3.74021e+26	0	3.74021e+26	1.114507e+26	0	1.114507e+26	3.5702e+26	0	3.5702e+26	3.885699e+23	8.476343e-10	0.0009912504	7.411215e+12	7022328	1.710999e+07	1.207019e-07	3.114339e-14	1.241986e-21	0.2308104	0.5	0.002761387	0.7162779	64.53641	8.02543	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01559317	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2963.857	8448.095	1.703226e-12	1	6	0.4520558	1	2	0.0666294	0	0	0	0.009041957	0.0006884077	0	0.00787168	0	0.00559894	0	0	0	
15219.13514	1128	3.45e+19	0	0	4266900	2	1e-05	4.423107e+26	2.733486e+26	2.512318e+26	2.211682e+25	1.341615e+25	1.55546e+26	3.213368e+25	1.985866e+25	1.825188e+25	1.606777e+24	9.746777e+23	1.130035e+25	0.3516667	7.180805e+26	0	0	0	0	4.211874e+20	7.1808e+26	4.139574e+26	0	4.139574e+26	1.871314e+26	0	1.871314e+26	1.001815e+26	0	1.001815e+26	3.742629e+26	0	3.742629e+26	1.115228e+26	0	1.115228e+26	3.572509e+26	0	3.572509e+26	3.885145e+23	8.477659e-10	0.0009915706	7.411215e+12	7081375	1.7113e+07	1.208534e-07	3.122158e-14	1.246666e-21	0.2313898	0.5	0.002771792	0.7291077	64.57816	8.030621	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01558584	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2965.775	8448.095	1.703226e-12	1	6	0.4520558	1	2	0.06667251	0	0	0	0.009047807	0.0006888531	0	0.007876773	0	0.005602563	0	0	0	
15228.97298	1128	3.45e+19	0	0	4269600	2	1e-05	4.425966e+26	2.734777e+26	2.513537e+26	2.212401e+25	1.352987e+25	1.55589e+26	3.215445e+25	1.986804e+25	1.826074e+25	1.6073e+24	9.829391e+23	1.130347e+25	0.3515368	7.185446e+26	0	0	0	0	4.211874e+20	7.185442e+26	4.14225e+26	0	4.14225e+26	1.872524e+26	0	1.872524e+26	1.002462e+26	0	1.002462e+26	3.745048e+26	0	3.745048e+26	1.115949e+26	0	1.115949e+26	3.574819e+26	0	3.574819e+26	3.884592e+23	8.478974e-10	0.0009918908	7.411215e+12	7141424	1.711604e+07	1.210069e-07	3.130098e-14	1.251425e-21	0.2319783	0.5	0.002782373	0.7413573	64.6199	8.035813	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0155785	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2967.693	8448.095	1.703224e-12	1	6	0.4520558	1	2	0.06671571	0	0	0	0.009053553	0.0006893783	0	0.007881853	0	0.00560617	0	0	0	
15238.81081	1128	3.45e+19	0	0	4272300	2	1e-05	4.428825e+26	2.736069e+26	2.514757e+26	2.213119e+25	1.364539e+25	1.556303e+26	3.217523e+25	1.987742e+25	1.82696e+25	1.607821e+24	9.913321e+23	1.130647e+25	0.351403	7.190088e+26	0	0	0	0	4.211874e+20	7.190084e+26	4.144926e+26	0	4.144926e+26	1.873734e+26	0	1.873734e+26	1.00311e+26	0	1.00311e+26	3.747467e+26	0	3.747467e+26	1.11667e+26	0	1.11667e+26	3.577128e+26	0	3.577128e+26	3.884039e+23	8.480287e-10	0.0009922107	7.411215e+12	7202429	1.711912e+07	1.211626e-07	3.138154e-14	1.256259e-21	0.2325753	0.5	0.002793121	0.753053	64.66165	8.041004	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01557117	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2969.611	8448.095	1.703224e-12	1	6	0.4520558	1	2	0.06675883	0	0	0	0.009059404	0.0006898238	0	0.007886946	0	0.005609793	0	0	0	
15248.64865	1128	3.45e+19	0	0	4275000	2	1e-05	4.431684e+26	2.737359e+26	2.515976e+26	2.213837e+25	1.376265e+25	1.556698e+26	3.2196e+25	1.98868e+25	1.827846e+25	1.608343e+24	9.998507e+23	1.130935e+25	0.3512656	7.19473e+26	0	0	0	0	4.211874e+20	7.194726e+26	4.147602e+26	0	4.147602e+26	1.874943e+26	0	1.874943e+26	1.003758e+26	0	1.003758e+26	3.749887e+26	0	3.749887e+26	1.11739e+26	0	1.11739e+26	3.579437e+26	0	3.579437e+26	3.883487e+23	8.4816e-10	0.0009925305	7.411215e+12	7264348	1.712224e+07	1.213201e-07	3.146319e-14	1.261165e-21	0.2331805	0.5	0.00280403	0.7642198	64.70339	8.046195	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01556383	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2971.528	8448.095	1.703222e-12	1	6	0.4520558	1	2	0.06680203	0	0	0	0.009065147	0.0006903513	0	0.007892025	0	0.005613401	0	0	0	
15258.48649	1128	3.45e+19	0	0	4277700	2	1e-05	4.434543e+26	2.73865e+26	2.517194e+26	2.214554e+25	1.388156e+25	1.557078e+26	3.221677e+25	1.989617e+25	1.828731e+25	1.608864e+24	1.008489e+24	1.13121e+25	0.3511247	7.199372e+26	0	0	0	0	4.211874e+20	7.199367e+26	4.150278e+26	0	4.150278e+26	1.876153e+26	0	1.876153e+26	1.004405e+26	0	1.004405e+26	3.752306e+26	0	3.752306e+26	1.118111e+26	0	1.118111e+26	3.581747e+26	0	3.581747e+26	3.882935e+23	8.482912e-10	0.0009928501	7.411215e+12	7327139	1.712539e+07	1.214794e-07	3.154589e-14	1.26614e-21	0.2337933	0.5	0.002815091	0.7748817	64.74513	8.051386	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01555649	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2973.446	8448.095	1.703222e-12	1	6	0.4520558	1	2	0.06684514	0	0	0	0.009070997	0.0006907968	0	0.007897118	0	0.005617023	0	0	0	
15268.32432	1128	3.45e+19	0	0	4280400	2	1e-05	4.437403e+26	2.73994e+26	2.518413e+26	2.215272e+25	1.400205e+25	1.557442e+26	3.223754e+25	1.990555e+25	1.829616e+25	1.609385e+24	1.017243e+24	1.131475e+25	0.3509806	7.204013e+26	0	0	0	0	4.211874e+20	7.204009e+26	4.152954e+26	0	4.152954e+26	1.877363e+26	0	1.877363e+26	1.005053e+26	0	1.005053e+26	3.754725e+26	0	3.754725e+26	1.118832e+26	0	1.118832e+26	3.584056e+26	0	3.584056e+26	3.882384e+23	8.484224e-10	0.0009931695	7.411215e+12	7390764	1.712859e+07	1.216404e-07	3.162956e-14	1.271181e-21	0.2344135	0.5	0.0028263	0.7850614	64.78688	8.056577	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01554914	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2975.363	8448.095	1.703221e-12	1	6	0.4520558	1	2	0.06688834	0	0	0	0.00907674	0.0006913249	0	0.007902198	0	0.005620631	0	0	0	
15278.16216	1128	3.45e+19	0	0	4283100	2	1e-05	4.440262e+26	2.74123e+26	2.519631e+26	2.215988e+25	1.412404e+25	1.557792e+26	3.225831e+25	1.991492e+25	1.830501e+25	1.609906e+24	1.026106e+24	1.131729e+25	0.3508333	7.208655e+26	0	0	0	0	4.211874e+20	7.208651e+26	4.15563e+26	0	4.15563e+26	1.878572e+26	0	1.878572e+26	1.0057e+26	0	1.0057e+26	3.757145e+26	0	3.757145e+26	1.119553e+26	0	1.119553e+26	3.586365e+26	0	3.586365e+26	3.881833e+23	8.485534e-10	0.0009934888	7.411215e+12	7455185	1.713182e+07	1.21803e-07	3.171418e-14	1.276286e-21	0.2350406	0.5	0.002837648	0.7947808	64.82862	8.061768	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.0155418	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2977.281	8448.095	1.703221e-12	1	6	0.4520558	1	2	0.06693146	0	0	0	0.00908259	0.0006917705	0	0.007907291	0	0.005624254	0	0	0	
15288	1128	3.45e+19	0	0	4285800	2	1e-05	4.443121e+26	2.742519e+26	2.520848e+26	2.216705e+25	1.424747e+25	1.558127e+26	3.227908e+25	1.992428e+25	1.831386e+25	1.610427e+24	1.035073e+24	1.131973e+25	0.3506831	7.213297e+26	0	0	0	0	4.211874e+20	7.213293e+26	4.158305e+26	0	4.158305e+26	1.879782e+26	0	1.879782e+26	1.006348e+26	0	1.006348e+26	3.759564e+26	0	3.759564e+26	1.120274e+26	0	1.120274e+26	3.588675e+26	0	3.588675e+26	3.881283e+23	8.486843e-10	0.0009938079	7.411215e+12	7520367	1.71351e+07	1.219671e-07	3.179968e-14	1.28145e-21	0.2356742	0.5	0.002849131	0.8040607	64.87037	8.066959	10569.8	1.117189e+26	1.827432e+28	5.151575e+27	6.741065e+25	3.118866e+27	1.203261e+27	5.325573e+26	2.294797e+26	0.2188657	0	0.01553445	0.02670164	0.02670164	0.001068067	0.02670164	0.0286345	0	-0.0001	0	7.554593e-20	0	7.554593e-20	0	-391.4446	0	-391.4446	0	30151.36	77194.93	2979.199	8448.095	1.703219e-12	1	6	0.4520558	1	2	0.06697466	0	0	0	0.00908834	0.0006922928	0	0.00791237	0	0.005627861	0	0	0	
