number,value,params_Dg_dislocation_scale,params_Dv_dislocation_scale,params_K_d,params_f_n,params_first_gas_pressure_factor,params_rho_T_amp_scale,params_rho_T_shift,params_rho_T_tau_scale,params_rho_blank_def_scale,params_rho_blank_scale,params_rho_const_scale,params_rho_mode,user_attrs_first_gas_pressure_factor,user_attrs_max_Rd_nm,user_attrs_max_f_cap_step,user_attrs_max_psi_d,user_attrs_min_Nd,user_attrs_rho_cfg,user_attrs_score_Nd_drop,user_attrs_score_guards,user_attrs_score_partition,user_attrs_score_pressure,user_attrs_score_radius_T,user_attrs_score_swelling_T,user_attrs_score_swelling_burnup,state
32,64.6771038309638,2.770487862951595,1.1918606270794148,2387821.985995746,1.2536739471811981e-07,0.8727879255021773,2.9053669328288634,-237.86232364280872,0.3144361337863841,9.319086325371357,,,blank_sat_deformed,0.8727879255021773,26.941394698987693,0.0008203561445111283,0.48347469458653497,5.539669221959864e+20,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 9.319086325371357, ""rho_T_shift"": -237.86232364280872, ""rho_T_tau_scale"": 0.3144361337863841, ""rho_T_amp_scale"": 2.9053669328288634, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8727879255021773}",0.1892196341213622,0.0,8.438823167457725,0.0016195110160646632,1.0881644866345568,0.3230219028253936,0.1590323449693009,COMPLETE
33,972.310927008836,4.460227677192825,1.987467494363718,2053396.6132125016,9.671164442475096e-08,0.6604861207607313,,,,,,5.239341230244197,constant,0.6604861207607313,23660.221256817862,0.34640205226585724,0.9308830196927298,14539193316870.861,"{""rho_mode"": ""constant"", ""rho_const_scale"": 5.239341230244197, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.6604861207607313}",0.12694869403175096,183.70967711179694,6.73696584252608,0.17035243125299018,0.8291968088036923,0.40565197167477024,0.32887344639795024,COMPLETE
34,75769.06933200301,4.74415574266287,6.117477340956963,1118696.595209948,2.7081759694568555e-07,0.7437152003644981,,,,,1.9469203564731656,,blank_sat,0.7437152003644981,203258.32944552015,0.39239695750824766,0.961989538479157,25309139678.777485,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.9469203564731656, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7437152003644981}",0.6314717281950938,15144.450841893738,7.719156985545394,0.365604784067023,0.3502743251417972,0.594880020158902,0.5704807720915631,COMPLETE
35,75.50942655541883,6.127423884261407,3.19980578180662,2592387.5281302575,8.762549094140069e-07,0.5823427762737999,,,,,,0.14500789407461778,constant,0.5823427762737999,105.60970561444992,0.0009346719861786874,0.3578843767655688,9.288539766153226e+18,"{""rho_mode"": ""constant"", ""rho_const_scale"": 0.14500789407461778, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5823427762737999}",0.21409764951913535,0.0,5.266626929004915,2.7031519623144996e-08,0.7302938850911579,1.7829268519183712,2.0351433255108238,COMPLETE
36,51.61216567277277,5.68823713276197,1.6089532675382145,2464305.0125131644,2.113501037149178e-07,0.9387189591037457,,,,,1.9245199578618604,,blank_sat,0.9387189591037457,72.26365285655949,0.01407320147707705,0.6388216102219916,1.0918336127213509e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.9245199578618604, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.9387189591037457}",0.11606586278190767,0.0,7.878609905161612,0.007217325380305084,0.6460925130819528,0.40959040542962594,0.33650219946557214,COMPLETE
37,46.43755467527541,2.4018975302906664,2.776477140444205,2696482.19225562,1.7286663799988526e-06,0.19858393982778602,,,,,1.49537110440385,,blank_sat,0.19858393982778602,68.07811811603071,0.007883843995582028,0.6148706151505045,9.452370085338104e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.49537110440385, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.19858393982778602}",0.10251272428945017,0.0,2.035348584598176,1.5864160939245047e-05,1.0092229538008517,0.471770048376315,0.5681471136233656,COMPLETE
38,1055.335269261874,3.3398847977313793,3.581427489580919,2769139.220252112,1.9609302785190902e-06,0.29561370587868097,,,,,0.9733929095231664,,blank_sat,0.29561370587868097,24761.232684955896,0.377022934111722,0.9514978959782102,13546219346416.824,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.9733929095231664, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.29561370587868097}",0.09575874243539018,202.23046607078336,1.535692076896647,0.12807545535576745,0.9417403106285698,0.5253065932410498,0.6415666670155458,COMPLETE
39,539.2980309682556,2.1255363008200403,1.7986197436638474,1582406.722842868,2.713514224678825e-06,0.17021285529718688,,,,,1.4008725011636531,,blank_sat,0.17021285529718688,17786.775696954275,0.34590058359457126,0.9295329951125141,34073295250020.37,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4008725011636531, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.17021285529718688}",0.08716253249693608,99.37505881674846,1.402269533461921,0.1281612758232938,0.8932737518073317,0.5298821128236936,0.6483309313618612,COMPLETE
40,46.003307121812945,1.4046270411332082,1.8885962797216722,2571724.997376623,1.4292178143832644e-07,0.29559959311939576,,,,,1.4440151778419104,,blank_sat,0.29559959311939576,61.66036188412555,0.0043453370803440035,0.5855369011524342,8.701813485225715e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.4440151778419104, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.29559959311939576}",0.10997529155960856,0.0,3.202236835952125,0.00010786951804200095,0.9326959430748748,0.39460601218065716,0.4685025627993313,COMPLETE
41,44.53783255929722,1.8459228852440037,2.309124540523923,2747239.7811962236,7.181129488926806e-08,0.221251761953063,,,,,1.385569768677104,,blank_sat,0.221251761953063,64.59686705704773,0.005576584865146055,0.5986000489841584,8.889437113779515e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.385569768677104, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.221251761953063}",0.11176654343974841,0.0,4.6466995493038405,0.0005272424720910747,0.8150284892758553,0.2894076633857362,0.3023154512033513,COMPLETE
42,49.68008134041114,1.0469355596532128,1.3434344734848536,2672019.0762247504,4.196807830708506e-08,0.12483908033374706,,,,,1.1149625157174552,,blank_sat,0.12483908033374706,62.3669348775693,0.003420433204795743,0.5700591858093883,6.993199913583346e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.1149625157174552, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.12483908033374706}",0.11505551312948686,0.0,4.0503677884717195,9.321029298993046e-05,0.9290301787243114,0.45235206017218216,0.5534104429652678,COMPLETE
43,869.7910728183083,4.0241732446119105,1.9301094827158372,1696561.9802537484,4.8981904995839375e-08,0.2999068118714476,,,,,1.3857035899981143,,blank_sat,0.2999068118714476,22507.5024230515,0.3480278428407814,0.9333200775021243,17022419901298.951,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.3857035899981143, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2999068118714476}",0.08066927551836602,165.0647503212818,7.288822926253398,0.1674556935849746,0.44084478992105264,0.4370552155858651,0.4266140924462023,COMPLETE
44,45.733507665451164,1.7344452879945667,6.665996492014465,2848447.3551904014,3.246989057530701e-08,0.2773718870762207,,,,,1.357057607975314,,blank_sat,0.2773718870762207,61.31495816208513,0.004464328400935869,0.5874193408664906,8.99482108838405e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.357057607975314, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2773718870762207}",0.12163029828367439,0.0,5.456446624370208,0.00019002587872564696,0.7751626672921831,0.28926973964045277,0.26288780574543236,COMPLETE
45,51.84708548298738,1.8621694607261456,6.602757392298288,2318373.7454276145,4.023171732267206e-08,0.5163503056762813,0.34047233817829,87.88200323415329,0.5284409565325376,2.558041963261098,,,blank_sat_deformed,0.5163503056762813,50.236113428741405,0.002871754472912223,0.5667251289622913,1.1484131720801082e+20,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 2.558041963261098, ""rho_T_shift"": 87.88200323415329, ""rho_T_tau_scale"": 0.5284409565325376, ""rho_T_amp_scale"": 0.34047233817829, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.5163503056762813}",0.13511271424579377,0.0,7.237513303425844,0.000678528944363223,0.7425065160741848,0.3777021909895107,0.23707138462683064,COMPLETE
46,4863.079475633459,1.0866260830773595,8.867206000096047,1701641.3797324784,5.977053703443419e-08,0.1279705852495713,,,,,0.8451804538045361,,blank_sat,0.1279705852495713,52334.52863032242,0.3879997049919662,0.9612814149131972,1479442456248.7815,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.8451804538045361, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1279705852495713}",0.09879730364071011,962.9125003963412,4.071916257305438,0.15863177206579004,0.8019117354745282,0.5666437982337599,0.7029664270395898,COMPLETE
47,37747.21112561185,2.464382458770536,10.568548664034983,2668019.4261332965,6.891266386752562e-08,0.3026557405326625,,,,,,3.2449637101073003,constant,0.3026557405326625,143879.393047422,0.40321375244967583,0.9683567869426323,72781634017.32881,"{""rho_mode"": ""constant"", ""rho_const_scale"": 3.2449637101073003, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3026557405326625}",0.12639208061549384,7541.57792368958,3.1870534934903247,0.24231964576810514,0.789812153821963,0.2819237084125644,0.12199221450080336,COMPLETE
48,114.94296884075564,1.7455099920815726,1.117759136472391,2000481.3073543236,1.6339351096034905e-07,0.4499342041527171,,,,,1.193309736782123,,blank_sat,0.4499342041527171,7745.2791698783485,0.3300269011372556,0.9174457194913571,396772257788376.2,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.193309736782123, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.4499342041527171}",0.09103150712181074,14.809200748553069,3.032704301598372,0.0741847744789879,0.7962695792978225,0.3676237227313611,0.43858983159338083,COMPLETE
49,62.98677124633394,1.1553458608955738,1.8851929311150164,1222520.4932022314,9.977099326315618e-08,0.3057871403601908,,,,,,19.440828142991457,constant,0.3057871403601908,66.18405354335144,0.007872669745955846,0.6161562126000378,1.9262994381807573e+20,"{""rho_mode"": ""constant"", ""rho_const_scale"": 19.440828142991457, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3057871403601908}",0.1500848825001194,0.0,7.475751772999148,0.00219667722637919,1.1035521138426319,0.35730587875872327,0.22959581840663348,COMPLETE
50,1780.7477549462935,1.927505999236079,4.0012245015733745,1900801.3108090372,3.750840266481562e-08,0.37013888059666666,,,,,1.2014836505159598,,blank_sat,0.37013888059666666,32040.47523907836,0.3718300408787595,0.9509326433755284,6241138371363.668,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.2014836505159598, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.37013888059666666}",0.09115172582759717,348.1351984780775,5.1859130909928615,0.14266676162152955,0.6089765946287846,0.2893128936965432,0.27022494559795507,COMPLETE
51,47.93702709672344,2.8061508051944672,3.5864635353069767,2535503.5533052315,1.6775631829979304e-07,0.2757231235047036,,,,,1.8240537815431488,,blank_sat,0.2757231235047036,61.97183172605748,0.005917645176236041,0.6040285294190468,1.0730671645028522e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.8240537815431488, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2757231235047036}",0.12005244749238493,0.0,6.3621898948690045,0.001070435001931524,0.7383163258829555,0.3201609666265635,0.23665164434836639,COMPLETE
52,268.50785782081306,1.7901392080213674,2.4065501323044636,2535164.6244304134,1.0739769354778681e-07,0.1296527206222346,0.6105062663385129,-34.587795524257686,1.6598927860231465,0.5684659169729963,,,blank_sat_deformed,0.1296527206222346,12199.67862524837,0.33887404213787903,0.9226825890682528,103281656950430.44,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 0.5684659169729963, ""rho_T_shift"": -34.587795524257686, ""rho_T_tau_scale"": 1.6598927860231465, ""rho_T_amp_scale"": 0.6105062663385129, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1296527206222346}",0.1140118056385002,43.071304606420995,3.7683772525588766,0.08452052543135805,0.8688788612622357,0.7354798094796969,0.9287145753198259,COMPLETE
53,46.96235730261789,1.8579107458780153,7.791710051936919,1648188.7924417926,2.368364553368873e-06,0.11561827150081765,2.103814275678723,131.40177917595756,0.9194654551024324,1.6941816237233123,,,blank_sat_deformed,0.11561827150081765,56.09654218299734,0.004273549076965129,0.589817957305057,4.186755913593558e+18,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.6941816237233123, ""rho_T_shift"": 131.40177917595756, ""rho_T_tau_scale"": 0.9194654551024324, ""rho_T_amp_scale"": 2.103814275678723, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.11561827150081765}",0.1329565521813211,0.0,4.019130308610871,3.8679765199442845e-05,0.8997716176518316,0.37601369651381017,0.3250269610982699,COMPLETE
54,45.24782467460185,1.7827370821889927,5.665349282396601,1425743.4777389087,2.9110147256662186e-06,0.2926633020150541,1.9294148960660873,125.8762960629134,0.8828276979715655,1.782438832751149,,,blank_sat_deformed,0.2926633020150541,73.14442283483794,0.013595559550982727,0.6366683372708657,3.81048092705849e+18,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.782438832751149, ""rho_T_shift"": 125.8762960629134, ""rho_T_tau_scale"": 0.8828276979715655, ""rho_T_amp_scale"": 1.9294148960660873, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.2926633020150541}",0.1129819763766267,0.0,3.6024827036023828,6.678661899883588e-05,0.876339332784464,0.3870631038888438,0.35237672767659856,COMPLETE
55,164.3554873949628,1.504891303660246,6.719565831716686,1132078.816953178,1.9428657659611608e-06,0.3484199465979597,,,,,,1.4073152716699886,constant,0.3484199465979597,9134.264746655086,0.34741677091980966,0.9219681187071459,245492549647323.44,"{""rho_mode"": ""constant"", ""rho_const_scale"": 1.4073152716699886, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.3484199465979597}",0.1246459037642819,22.039758901957924,2.0738299569618275,0.06025810006258629,0.8644726811792183,1.0297016789548274,1.2844079478698798,COMPLETE
56,71.16853094834224,1.036588677614922,4.827353328479876,2352049.2134049097,1.6194770171347643e-06,0.4637500103651987,1.9902378920191741,212.54510035298642,0.6532907448573779,2.905211390458619,,,blank_sat_deformed,0.4637500103651987,26.289738745559525,0.0008343503446372859,0.47691602316331994,1.0245761507887755e+19,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 2.905211390458619, ""rho_T_shift"": 212.54510035298642, ""rho_T_tau_scale"": 0.6532907448573779, ""rho_T_amp_scale"": 1.9902378920191741, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.4637500103651987}",0.23536631371920377,0.0,7.073934530705295,5.455688312168418e-05,1.3746244307489777,0.42122796905409143,0.16569733893246968,COMPLETE
57,100.20233012892426,2.9243438049498627,3.0668680426443786,2388168.987264885,5.380109740051006e-07,0.13255106927428595,,,,,,0.11818362285485365,constant,0.13255106927428595,90.1677231338814,0.0007922164701271954,0.2868242193153703,7.684063497430307e+18,"{""rho_mode"": ""constant"", ""rho_const_scale"": 0.11818362285485365, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.13255106927428595}",0.24013749230440903,0.0,6.68547020602675,4.79426665005656e-08,0.8973666057824654,2.51709561048562,2.7629403335627742,COMPLETE
58,51.52245709538201,1.3764304158036051,9.999599936250764,2658452.443842472,3.044190059987131e-08,0.39530008496965,,,,,0.6407039679390837,,blank_sat,0.39530008496965,113.00197868848612,0.03320692097489374,0.6590855043471743,3.996645922839421e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 0.6407039679390837, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.39530008496965}",0.1061502839109902,0.0,5.007565008312438,7.997196411544242e-06,0.8328422378126075,0.5394903600030077,0.6716045968544141,COMPLETE
59,157.84771354792628,3.3577178403107455,1.2372996414593571,2266328.874918455,1.8478168856672865e-06,0.14673679223833802,1.7862318572431413,56.54805835129304,1.1659915655666526,1.0057994408009194,,,blank_sat_deformed,0.14673679223833802,9380.532684476168,0.34027000604306246,0.9255242864093436,229293818075903.94,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.0057994408009194, ""rho_T_shift"": 56.54805835129304, ""rho_T_tau_scale"": 1.1659915655666526, ""rho_T_amp_scale"": 1.7862318572431413, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.14673679223833802}",0.10553600108409733,23.4717264069026,2.3375758053787954,0.08483600329928355,0.8442878087546923,0.3785988763182764,0.4381383044292555,COMPLETE
60,353.85401420721684,1.6641400687004224,1.3134863522130455,1391833.1091499988,2.363365817173343e-07,0.18987174054280095,,,,,1.2981182750244618,,blank_sat,0.18987174054280095,14487.445959483015,0.3234462241421804,0.9188105729208133,60899518079389.164,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.2981182750244618, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.18987174054280095}",0.07632524822007274,63.32397683117486,2.798444477730153,0.12140899498234103,0.7061510568331184,0.3535978485643433,0.4227363227792826,COMPLETE
61,49.29634409567218,2.459948685937332,11.23324797096607,1782683.5825068064,1.205304354491692e-06,0.1291259081428035,1.9920478267381019,128.50661895085204,0.926960062423842,1.700697882006428,,,blank_sat_deformed,0.1291259081428035,55.333366467139705,0.004181328172896599,0.5894091558249502,4.5446951371163474e+18,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.700697882006428, ""rho_T_shift"": 128.50661895085204, ""rho_T_tau_scale"": 0.926960062423842, ""rho_T_amp_scale"": 1.9920478267381019, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1291259081428035}",0.14834926353187602,0.0,5.957698656502422,0.0001498938944961329,0.7843267076542587,0.3791698836640238,0.2357246975962466,COMPLETE
62,163921.85095955912,2.454394120525351,7.349758828885355,1085554.672419349,2.8641730226943343e-06,0.1486998074140485,,,,,1.58999080588471,,blank_sat,0.1486998074140485,298359.6655171829,0.38445139884110796,0.963281190686977,8034341666.717241,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.58999080588471, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.1486998074140485}",0.9616114828257514,32777.20637563005,2.14108191119826,0.3961050705196713,0.6854160614459217,0.3757364131178673,0.44171475761381557,COMPLETE
63,53.100829401990836,2.0763427375749557,4.364526298628228,1963378.1665138593,2.2868531051884624e-06,0.14975563868777977,2.8672388520155683,133.13581202453267,0.8432847902742145,1.7678527012379281,,,blank_sat_deformed,0.14975563868777977,39.24834197509165,0.0016311274150338291,0.5336954317569026,5.204054445469736e+18,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.7678527012379281, ""rho_T_shift"": 133.13581202453267, ""rho_T_tau_scale"": 0.8432847902742145, ""rho_T_amp_scale"": 2.8672388520155683, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.14975563868777977}",0.18116815728031577,0.0,5.999628063837215,0.00020510888937711895,0.9322591302277728,0.341123497746337,0.22091216118972817,COMPLETE
64,57.37428834915962,4.10261915834921,5.590514669681878,1392513.8887955546,2.000424294386783e-06,0.30862564891266325,1.8817336381918817,124.16626896935058,1.106219141521498,3.3882645406675085,,,blank_sat_deformed,0.30862564891266325,41.86450852048014,0.0019367305037000986,0.5490863942523382,2.960789678106112e+19,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 3.3882645406675085, ""rho_T_shift"": 124.16626896935058, ""rho_T_tau_scale"": 1.106219141521498, ""rho_T_amp_scale"": 1.8817336381918817, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.30862564891266325}",0.21730517378280503,0.0,8.372739791383626,0.0016497120458965364,0.7467665440671184,0.4726904688012965,0.28896097803195886,COMPLETE
65,203399.479400738,1.6460153002800975,12.27938878819632,667715.9889860337,2.3830735301560794e-06,0.23462530088580397,1.8497365751484842,26.176025601248085,0.6453588105606012,1.0181435976116628,,,blank_sat_deformed,0.23462530088580397,332087.1893058017,0.38065995229643035,0.9562445263323925,5699830093.814547,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 1.0181435976116628, ""rho_T_shift"": 26.176025601248085, ""rho_T_tau_scale"": 0.6453588105606012, ""rho_T_amp_scale"": 1.8497365751484842, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.23462530088580397}",2.7678287893153795,40672.422036209435,1.138303438562379,0.4409691420033222,0.6451473564897299,0.603321463340218,0.7085758769842442,COMPLETE
66,2752.846285808107,1.207474528864727,5.8271386075096565,719713.5145883632,8.106440877881475e-07,0.10175776112370913,0.8780774180706974,235.0229707804236,1.5421719942315029,3.767833820224287,,,blank_sat_deformed,0.10175776112370913,39596.881017741216,0.41168706557312823,0.976095184263607,3576061386210.4414,"{""rho_mode"": ""blank_sat_deformed"", ""rho_blank_def_scale"": 3.767833820224287, ""rho_T_shift"": 235.0229707804236, ""rho_T_tau_scale"": 1.5421719942315029, ""rho_T_amp_scale"": 0.8780774180706974, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.10175776112370913}",0.14510469909089757,541.309716702504,6.424269117169987,0.1573780557183234,0.6276494928557945,0.3836966906487982,0.2915459401636515,COMPLETE
67,48.822406401953344,1.3484311176074908,2.3758611705219796,2806110.7895057923,1.0427740782752661e-07,0.34358746503983767,,,,,1.0559318718470276,,blank_sat,0.34358746503983767,67.55757175982524,0.004823811059062565,0.589422531893061,6.95467078590387e+19,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 1.0559318718470276, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.34358746503983767}",0.11028056587885542,0.0,3.0963050413278603,1.3646119674008848e-05,0.959066854594566,0.5042332018952821,0.6216676731680388,COMPLETE
68,46.60921454953825,1.4040931663461669,1.00817995655382,1843481.881111195,1.3869779034199238e-06,0.7953819050029152,,,,,2.3752495149951645,,blank_sat,0.7953819050029152,61.30451485161046,0.005230670079876079,0.597289027578618,1.0270194819910125e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 2.3752495149951645, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.7953819050029152}",0.10365429297428878,0.0,2.417369946645882,0.00020146986326619344,1.0040068612812916,0.4331746853311211,0.5213765481890255,COMPLETE
69,53.81049920269718,2.0392443905617568,1.1408114035643204,2643646.437009641,1.3000122132814366e-06,0.8050394670321931,,,,,3.3823670411118965,,blank_sat,0.8050394670321931,36.70720245512141,0.001365901833657088,0.5185323854698031,2.0823293704676973e+20,"{""rho_mode"": ""blank_sat"", ""rho_blank_scale"": 3.3823670411118965, ""rho_max"": 1000000000000000.0, ""rho_fab_base"": 30000000000000.0, ""first_gas_pressure_factor"": 0.8050394670321931}",0.15516084040029782,0.0,5.883219942479232,0.0007802425147114348,1.011347873284827,0.2747666239816087,0.24671003436763922,COMPLETE
